"elite","latitude","longitude"
"Sergio Fajardo",-74.1138849,4.5689385
"Sergio Fajardo",-74.072092,4.7109886
"Sergio Fajardo",-69.8597406,10.1537842
"Sergio Fajardo",-115.4522623,32.6245389
"Sergio Fajardo",-95.712891,37.09024
"Sergio Fajardo",NA,NA
"Sergio Fajardo",-74.072092,4.7109886
"Sergio Fajardo",-115.4522623,32.6245389
"Sergio Fajardo",-77.0368707,38.9071923
"Sergio Fajardo",-74.072092,4.7109886
"Sergio Fajardo",-115.4522623,32.6245389
"Sergio Fajardo",-1.1306544,37.9922399
"Sergio Fajardo",-80.1917902,25.7616798
"Sergio Fajardo",-74.072092,4.7109886
"Gustavo Petro",NA,NA
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.0767333,4.5982288
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-54.283336,-23.935744
"Gustavo Petro",-122.333481,47.602201
"Gustavo Petro",-73.2436335,10.4742449
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",NA,NA
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",103.819836,1.352083
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-66.9036063,10.4805937
"Gustavo Petro",NA,NA
"Gustavo Petro",NA,NA
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",NA,NA
"Gustavo Petro",NA,NA
"Gustavo Petro",-58.3815591,-34.6036844
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",37.1342603,36.2021047
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-72.5204827,11.3547743
"Gustavo Petro",NA,NA
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",8.468946,60.472024
"Gustavo Petro",-80.1386547,26.8233946
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-8.224454,39.399872
"Gustavo Petro",NA,NA
"Gustavo Petro",-71.0588801,42.3600825
"Gustavo Petro",NA,NA
"Gustavo Petro",-8.8894825,39.243323
"Gustavo Petro",NA,NA
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",28.9783589,41.0082376
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-75.6756888,4.5350004
"Gustavo Petro",-3.097702,39.2795607
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",NA,NA
"Gustavo Petro",NA,NA
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-74.297333,4.570868
"Gustavo Petro",-77.7355496,38.9687211
"Gustavo Petro",-84.2807329,30.4382559
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",113.921327,-0.789275
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-96.729366,40.792305
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",NA,NA
"Gustavo Petro",-75.6042364,1.6153858
"Gustavo Petro",-51.92528,-14.235004
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",NA,NA
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-96.7656444,44.310455
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-71.0588801,42.3600825
"Gustavo Petro",-75.5812119,6.244203
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",101.975766,4.210484
"Gustavo Petro",-122.2363548,37.4852152
"Gustavo Petro",-77.042754,-12.0463731
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-74.297333,4.570868
"Gustavo Petro",NA,NA
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",NA,NA
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-76.5319854,3.4516467
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-73.9849363,40.7558509
"Gustavo Petro",-115.4522623,32.6245389
"Gustavo Petro",-84.2807329,30.4382559
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-75.5138166,5.070275
"Gustavo Petro",72.8776559,19.0759837
"Gustavo Petro",-1.2464674,51.7612056
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-75.5812119,6.244203
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-75.5812119,6.244203
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-66.7367345,10.5890015
"Gustavo Petro",NA,NA
"Gustavo Petro",-74.248926,11.007984
"Gustavo Petro",-122.0903672,38.0141665
"Gustavo Petro",-57.9535657,-34.9204948
"Gustavo Petro",NA,NA
"Gustavo Petro",-122.4194155,37.7749295
"Gustavo Petro",-89.2181911,13.6929403
"Gustavo Petro",NA,NA
"Gustavo Petro",8.227512,46.818188
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-75.4794257,10.3910485
"Gustavo Petro",-71.0588801,42.3600825
"Gustavo Petro",8.227512,46.818188
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-99.1373136,19.4361609
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",NA,NA
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-78.4678382,-0.1806532
"Gustavo Petro",-75.89955,9.26909
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-75.4794257,10.3910485
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",NA,NA
"Gustavo Petro",NA,NA
"Gustavo Petro",-75.57053,6.250208
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",NA,NA
"Gustavo Petro",NA,NA
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.0325368,4.8615787
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-3.74922,40.463667
"Gustavo Petro",-66.9036063,10.4805937
"Gustavo Petro",NA,NA
"Gustavo Petro",-75.375085,6.144837
"Gustavo Petro",NA,NA
"Gustavo Petro",-75.5812119,6.244203
"Gustavo Petro",-74.297333,4.570868
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-76.5319854,3.4516467
"Gustavo Petro",-75.89955,9.26909
"Gustavo Petro",-73.9849363,40.7558509
"Gustavo Petro",-75.61682,6.150559
"Gustavo Petro",-103.7283085,19.258715
"Gustavo Petro",13.404954,52.5200066
"Gustavo Petro",NA,NA
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-80.1917902,25.7616798
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-122.7633036,38.083403
"Gustavo Petro",NA,NA
"Gustavo Petro",NA,NA
"Gustavo Petro",-75.375085,6.144837
"Gustavo Petro",-72.400523,5.348903
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-118.2436849,34.0522342
"Gustavo Petro",-75.1488806,45.7755108
"Gustavo Petro",-75.89955,9.26909
"Gustavo Petro",NA,NA
"Gustavo Petro",-76.541315,3.4512731
"Gustavo Petro",NA,NA
"Gustavo Petro",-122.2363548,37.4852152
"Gustavo Petro",-76.5319854,3.4516467
"Gustavo Petro",-75.5812119,6.244203
"Gustavo Petro",-1.2464674,51.7612056
"Gustavo Petro",NA,NA
"Gustavo Petro",-103.7283085,19.258715
"Gustavo Petro",-73.950643,40.6711079
"Gustavo Petro",-111.7956962,40.3768203
"Gustavo Petro",-95.986942,36.2067586
"Gustavo Petro",-0.1277583,51.5073509
"Gustavo Petro",-76.541315,3.4512731
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-3.6372245,40.5372512
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-117.9298493,33.6188829
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",NA,NA
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-75.5812119,6.244203
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",NA,NA
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-75.8785348,8.750983
"Gustavo Petro",-111.7956962,40.3768203
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",5.3220544,60.3912628
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",NA,NA
"Gustavo Petro",-118.0008281,34.1465266
"Gustavo Petro",7.7521113,48.5734053
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",38.996815,34.802075
"Gustavo Petro",-4.7793835,37.8881751
"Gustavo Petro",-74.297333,4.570868
"Gustavo Petro",NA,NA
"Gustavo Petro",NA,NA
"Gustavo Petro",-117.9298493,33.6188829
"Gustavo Petro",-76.5319854,3.4516467
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-3.9993244,40.4043103
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-122.587629,47.115941
"Gustavo Petro",-75.5812119,6.244203
"Gustavo Petro",NA,NA
"Gustavo Petro",-75.4794257,10.3910485
"Gustavo Petro",19.2097782,50.0343982
"Gustavo Petro",NA,NA
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-122.272747,37.8715926
"Gustavo Petro",-75.879654,5.656421
"Gustavo Petro",NA,NA
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",NA,NA
"Gustavo Petro",NA,NA
"Gustavo Petro",-119.4179324,36.778261
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-75.8897352,8.7420513
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-3.6372245,40.5372512
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.2125215,11.2452405
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",NA,NA
"Gustavo Petro",-75.8897352,8.7420513
"Gustavo Petro",-66.58973,6.42375
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-122.379066,47.809615
"Gustavo Petro",-80.1373174,26.1224386
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-89.4012302,43.0730517
"Gustavo Petro",-77.0197212,3.8830471
"Gustavo Petro",NA,NA
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-96.8137174,32.689992
"Gustavo Petro",-122.2363548,37.4852152
"Gustavo Petro",51.5310398,25.2854473
"Gustavo Petro",-58.3815591,-34.6036844
"Gustavo Petro",38.996815,34.802075
"Gustavo Petro",-97.2434935,37.6897989
"Gustavo Petro",-75.8897352,8.7420513
"Gustavo Petro",-77.35794,1.289151
"Gustavo Petro",13.3784713,52.515743
"Gustavo Petro",-3.74922,40.463667
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-122.4869194,37.6138253
"Gustavo Petro",NA,NA
"Gustavo Petro",-119.4179324,36.778261
"Gustavo Petro",-73.5662378,45.4981918
"Gustavo Petro",-74.0059728,40.7127753
"Gustavo Petro",-1.2464674,51.7612056
"Gustavo Petro",-72.77228,7.539403
"Gustavo Petro",-77.0423129,38.911365
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",NA,NA
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.0298621,40.8762106
"Gustavo Petro",6.1431577,46.2043907
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-91.5139125,14.8378716
"Gustavo Petro",NA,NA
"Gustavo Petro",NA,NA
"Gustavo Petro",-83.753428,9.748917
"Gustavo Petro",NA,NA
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-74.0059728,40.7127753
"Gustavo Petro",-95.712891,37.09024
"Gustavo Petro",NA,NA
"Gustavo Petro",-66.9036063,10.4805937
"Gustavo Petro",NA,NA
"Gustavo Petro",-102.552784,23.634501
"Gustavo Petro",-122.379066,47.809615
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",NA,NA
"Gustavo Petro",-75.5812119,6.244203
"Gustavo Petro",NA,NA
"Gustavo Petro",-75.4794257,10.3910485
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-75.015152,-9.189967
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-111.7956962,40.3768203
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.2110227,11.2403547
"Gustavo Petro",-66.58973,6.42375
"Gustavo Petro",-119.4179324,36.778261
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.694929,40.774716
"Gustavo Petro",-77.7355496,38.9687211
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-73.9621909,40.6788596
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",NA,NA
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-110.9749411,29.1119488
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",113.921327,-0.789275
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-90.230759,15.783471
"Gustavo Petro",-3.7037902,40.4167754
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-58.5590747,-34.6663194
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",NA,NA
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",NA,NA
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-75.5812119,6.244203
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-76.5319854,3.4516467
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-72.5204827,11.3547743
"Gustavo Petro",-66.9036063,10.4805937
"Gustavo Petro",-73.1227416,7.119349
"Gustavo Petro",4.3517211,50.8503463
"Gustavo Petro",NA,NA
"Gustavo Petro",4.3517103,50.8503396
"Gustavo Petro",-66.58973,6.42375
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-75.690601,4.8087174
"Gustavo Petro",-95.712891,37.09024
"Gustavo Petro",-76.6412712,3.8008893
"Gustavo Petro",NA,NA
"Gustavo Petro",-75.4190689,6.961969
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-75.5138166,5.070275
"Gustavo Petro",-99.133208,19.4326077
"Gustavo Petro",-122.379066,47.809615
"Gustavo Petro",-71.0588801,42.3600825
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-76.5319854,3.4516467
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.297333,4.570868
"Gustavo Petro",-0.1270141,51.5299848
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",NA,NA
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-119.4179324,36.778261
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-89.2931162,31.0862928
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",NA,NA
"Gustavo Petro",-118.2436849,34.0522342
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",NA,NA
"Gustavo Petro",113.18294,39.561119
"Gustavo Petro",-74.814801,11.003741
"Gustavo Petro",-96.7647517,37.4364104
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",NA,NA
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",NA,NA
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",NA,NA
"Gustavo Petro",151.206173,-33.864859
"Gustavo Petro",-4.7793835,37.8881751
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-75.5138166,5.070275
"Gustavo Petro",-117.8311428,33.7174708
"Gustavo Petro",NA,NA
"Gustavo Petro",-74.6672226,40.3572976
"Gustavo Petro",-74.1555872,4.6330758
"Gustavo Petro",-122.379066,47.809615
"Gustavo Petro",-75.5812119,6.244203
"Gustavo Petro",-87.836186,42.590671
"Gustavo Petro",-75.690601,4.8087174
"Gustavo Petro",-122.379066,47.809615
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.0754515,4.7498826
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",NA,NA
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-80.1448023,40.7866883
"Gustavo Petro",NA,NA
"Gustavo Petro",-71.4128343,41.8239891
"Gustavo Petro",-96.3372512,36.6678271
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-66.58973,6.42375
"Gustavo Petro",-66.58973,6.42375
"Gustavo Petro",NA,NA
"Gustavo Petro",-61.3653564,-35.6225839
"Gustavo Petro",-75.5812119,6.244203
"Gustavo Petro",2.1734035,41.3850639
"Gustavo Petro",NA,NA
"Gustavo Petro",NA,NA
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-74.297333,4.570868
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.0143064,40.7878788
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",NA,NA
"Gustavo Petro",NA,NA
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",NA,NA
"Gustavo Petro",-74.230101,4.706035
"Gustavo Petro",-106.0991028,28.6903917
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.297333,4.570868
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",19.2097782,50.0343982
"Gustavo Petro",-122.0094175,39.2143343
"Gustavo Petro",-75.242438,4.444676
"Gustavo Petro",-70.162651,18.735693
"Gustavo Petro",-75.657911,40.593175
"Gustavo Petro",-75.242438,4.444676
"Gustavo Petro",10.7522454,59.9138688
"Gustavo Petro",NA,NA
"Gustavo Petro",-75.5138166,5.070275
"Gustavo Petro",NA,NA
"Gustavo Petro",-75.1545381,6.0309469
"Gustavo Petro",-75.5812119,6.244203
"Gustavo Petro",NA,NA
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",NA,NA
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-95.9652358,36.1313997
"Gustavo Petro",NA,NA
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",NA,NA
"Gustavo Petro",-95.9652358,36.1313997
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-95.9652358,36.1313997
"Gustavo Petro",-95.9652358,36.1313997
"Gustavo Petro",NA,NA
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-95.9652358,36.1313997
"Gustavo Petro",5.3220544,60.3912628
"Gustavo Petro",NA,NA
"Gustavo Petro",-77.0101217,38.8984278
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",5.8974233,51.1773069
"Gustavo Petro",28.0625177,-26.1648722
"Gustavo Petro",-70.5573124,-33.3989812
"Gustavo Petro",-74.075214,4.664752
"Gustavo Petro",-74.8031414,4.3045959
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-4.7871356,37.8943762
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-71.4128343,41.8239891
"Gustavo Petro",-72.5204827,11.3547743
"Gustavo Petro",-74.4088,6.477755
"Gustavo Petro",23.7275388,37.9838096
"Gustavo Petro",-103.7283085,19.258715
"Gustavo Petro",-74.1061941,4.5619479
"Gustavo Petro",NA,NA
"Gustavo Petro",-80.2709979,25.7785142
"Gustavo Petro",NA,NA
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",19.2097782,50.0343982
"Gustavo Petro",-84.5200332,32.3236754
"Gustavo Petro",NA,NA
"Gustavo Petro",-99.1373136,19.4361609
"Gustavo Petro",NA,NA
"Gustavo Petro",NA,NA
"Gustavo Petro",NA,NA
"Gustavo Petro",-77.042754,-12.0463731
"Gustavo Petro",-122.4166041,37.7767964
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-0.1277583,51.5073509
"Gustavo Petro",NA,NA
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-73.8519319,7.0617085
"Gustavo Petro",-75.5812119,6.244203
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-80.1386547,26.8233946
"Gustavo Petro",-122.2363548,37.4852152
"Gustavo Petro",-75.6042364,1.6153858
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",NA,NA
"Gustavo Petro",-58.3815591,-34.6036844
"Gustavo Petro",-80.6652265,28.1281358
"Gustavo Petro",28.0473051,-26.2041028
"Gustavo Petro",NA,NA
"Gustavo Petro",-75.417209,7.976803
"Gustavo Petro",NA,NA
"Gustavo Petro",NA,NA
"Gustavo Petro",-1.2464674,51.7612056
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-77.0424472,38.8989548
"Gustavo Petro",NA,NA
"Gustavo Petro",NA,NA
"Gustavo Petro",-74.047243,4.6786086
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-66.9036063,10.4805937
"Gustavo Petro",-74.4056612,40.0583238
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-99.133208,19.4326077
"Gustavo Petro",NA,NA
"Gustavo Petro",NA,NA
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-80.1373174,26.1224386
"Gustavo Petro",NA,NA
"Gustavo Petro",-73.030813,-36.9260306
"Gustavo Petro",-75.5812119,6.244203
"Gustavo Petro",13.404954,52.5200066
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",NA,NA
"Gustavo Petro",-117.9298493,33.6188829
"Gustavo Petro",NA,NA
"Gustavo Petro",21.824312,39.074208
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",NA,NA
"Gustavo Petro",NA,NA
"Gustavo Petro",-76.5319854,3.4516467
"Gustavo Petro",NA,NA
"Gustavo Petro",-74.2110227,11.2403547
"Gustavo Petro",NA,NA
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-8.2193451,43.489646
"Gustavo Petro",NA,NA
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.297333,4.570868
"Gustavo Petro",-64.7782313,46.0878165
"Gustavo Petro",NA,NA
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-112.5642195,39.3534737
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",1.444209,43.604652
"Gustavo Petro",-63.588653,-16.290154
"Gustavo Petro",-40.4997834,-9.4159785
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",NA,NA
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-0.0909852,51.5123443
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.8069813,11.0041072
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",NA,NA
"Gustavo Petro",-95.468537,37.674105
"Gustavo Petro",NA,NA
"Gustavo Petro",-72.3074326,18.594395
"Gustavo Petro",-80.1917902,25.7616798
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-99.5450974,17.4391926
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",NA,NA
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-76.5319854,3.4516467
"Gustavo Petro",-74.0452592,4.7434753
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-76.9785345,-12.0688811
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",NA,NA
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",-86.2702358,12.1299599
"Gustavo Petro",-76.9785345,-12.0688811
"Gustavo Petro",-74.072092,4.7109886
"Gustavo Petro",35.243322,38.963745
"Gustavo Petro",-74.072092,4.7109886
